"Item Type","Product ID","Product Type","Product SKU","Bin Picking Number","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Custom Item","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Name","Product URL","Redirect Old URL?","Brand","Option Set","Option Set Align","Brand + Name","Description","Price","Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping","Warranty","Weight","Width","Height","Depth","Allow Purchases","Product Visible","Product Not Visible","Product Availability","Product Inventoried","Track Inventory","Stock Level","Low Stock Level","Date Added","Date Modified","Category String","Category Details","Product Files","Product Images","Event Date Required","Event Date Name","Event Date Is Limited","Event Date Start Date","Event Date End Date","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Sort Order","Product Tax Class","Avalara Product Tax Code","Product UPC/EAN","Product Custom Fields","Stop Processing Rules"
"  SKU",3870,,99080370,,,,,,,,,,,,,,"[RB]Colours=Black",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3871,,99080390,,,,,,,,,,,,,,"[RB]Colours=Pink",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3872,,99080385,,,,,,,,,,,,,,"[RB]Colours=Red",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3873,,99080395,,,,,,,,,,,,,,"[RB]Colours=White",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3874,,99080375,,,,,,,,,,,,,,"[RB]Colours=Navy",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3875,,99080380,,,,,,,,,,,,,,"[RB]Colours=Brown",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",1796,,99080370,,,,,,,,,,,,,,"[RB]Colours=Black",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1796_source_1454556488.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1796_source_1454556488.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1797,,99080390,,,,,,,,,,,,,,"[RB]Colours=Pink",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1797_source_1454556502.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1797_source_1454556502.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1798,,99080385,,,,,,,,,,,,,,"[RB]Colours=Red",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1798_source_1454556517.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1798_source_1454556517.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1799,,99080395,,,,,,,,,,,,,,"[RB]Colours=White",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1799_source_1454556530.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1799_source_1454556530.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1800,,99080375,,,,,,,,,,,,,,"[RB]Colours=Navy",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1800_source_1454556545.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1800_source_1454556545.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1801,,99080380,,,,,,,,,,,,,,"[RB]Colours=Brown",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1801_source_1454556560.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1801_source_1454556560.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"Product",567,"P",,,,,,,,,,,,,,0,"iPhone 6 Plus / 6S Plus - Oscar Multi Diary Case","/iphone-6-plus-6s-plus-oscar-multi-diary-case/",,"OSCAR","Colours - Oscar Multi Diary","Right","OSCAR  iPhone 6 Plus / 6S Plus - Oscar Multi Diary Case","<p>Leave the wallet at home with the Oscar 'Multi Diary' case; a simple yet functional all-in-one wallet and phone holder. The design features 6 card holder slots as well as 2 internal side pockets that can be used for storing cash or other valuables. The 'Multi Diary' is available in a range of colours to suit all.</p> <ul> <li>All-in-one wallet and phone holder</li> <li>Features 6 card holder slots</li> <li>Unique tri-fold design&nbsp;</li> </ul>",30,0,0,0,30,0,0,,35,0,0,0,1,1,0,,0,"none",0,0,02/04/16,02/04/16,"PHONE CASES;PHONE CASES/iPhone;PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 220, Category Name: iPhone, Category Path: PHONE CASES/iPhone|Category ID: 231, Category Name: iPhone 6 Plus / 6S Plus, Category Path: PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus",,"Product Image ID: 6243, Product Image File: galaxy_s5_multi_diary_BK_front__95191.jpg, Product Image Path: c/241/galaxy_s5_multi_diary_BK_front__95191.jpg, Product Image URL: http://www.happytel.com/product_images/c/241/galaxy_s5_multi_diary_BK_front__95191.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 6244, Product Image File: galaxy_s5_multi_diary_BK_side__28325.jpg, Product Image Path: f/929/galaxy_s5_multi_diary_BK_side__28325.jpg, Product Image URL: http://www.happytel.com/product_images/f/929/galaxy_s5_multi_diary_BK_side__28325.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 6245, Product Image File: galaxy_s5_multi_diary_BK_interior_detail__64868.jpg, Product Image Path: j/835/galaxy_s5_multi_diary_BK_interior_detail__64868.jpg, Product Image URL: http://www.happytel.com/product_images/j/835/galaxy_s5_multi_diary_BK_interior_detail__64868.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 6247, Product Image File: galaxy_s5_multi_diary_PK_SIDE__23116.jpg, Product Image Path: i/309/galaxy_s5_multi_diary_PK_SIDE__23116.jpg, Product Image URL: http://www.happytel.com/product_images/i/309/galaxy_s5_multi_diary_PK_SIDE__23116.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 4|Product Image ID: 6248, Product Image File: galaxy_s5_multi_diary_PK_INTERIOR_DETAIL__64547.jpg, Product Image Path: b/984/galaxy_s5_multi_diary_PK_INTERIOR_DETAIL__64547.jpg, Product Image URL: http://www.happytel.com/product_images/b/984/galaxy_s5_multi_diary_PK_INTERIOR_DETAIL__64547.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 5|Product Image ID: 6249, Product Image File: galaxy_s5_multi_diary_NV_side__90383.jpg, Product Image Path: b/120/galaxy_s5_multi_diary_NV_side__90383.jpg, Product Image URL: http://www.happytel.com/product_images/b/120/galaxy_s5_multi_diary_NV_side__90383.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 6|Product Image ID: 6250, Product Image File: galaxy_s5_multi_diary_NV_front__49795.jpg, Product Image Path: v/299/galaxy_s5_multi_diary_NV_front__49795.jpg, Product Image URL: http://www.happytel.com/product_images/v/299/galaxy_s5_multi_diary_NV_front__49795.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 7|Product Image ID: 6251, Product Image File: galaxy_s5_multi_diary_NV_interior_detail__27640.jpg, Product Image Path: n/464/galaxy_s5_multi_diary_NV_interior_detail__27640.jpg, Product Image URL: http://www.happytel.com/product_images/n/464/galaxy_s5_multi_diary_NV_interior_detail__27640.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 8|Product Image ID: 6252, Product Image File: galaxy_s5_multi_diary_RD_FRONT__44706.jpg, Product Image Path: q/687/galaxy_s5_multi_diary_RD_FRONT__44706.jpg, Product Image URL: http://www.happytel.com/product_images/q/687/galaxy_s5_multi_diary_RD_FRONT__44706.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 9|Product Image ID: 6253, Product Image File: galaxy_s5_multi_diary_RD_SIDE__84275.jpg, Product Image Path: n/034/galaxy_s5_multi_diary_RD_SIDE__84275.jpg, Product Image URL: http://www.happytel.com/product_images/n/034/galaxy_s5_multi_diary_RD_SIDE__84275.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 10|Product Image ID: 6254, Product Image File: galaxy_s5_multi_diary_RD_INTERIOR_DETAIL__11865.jpg, Product Image Path: k/443/galaxy_s5_multi_diary_RD_INTERIOR_DETAIL__11865.jpg, Product Image URL: http://www.happytel.com/product_images/k/443/galaxy_s5_multi_diary_RD_INTERIOR_DETAIL__11865.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 11|Product Image ID: 6255, Product Image File: galaxy_s5_multi_diary_WH_SIDE__18840.jpg, Product Image Path: h/953/galaxy_s5_multi_diary_WH_SIDE__18840.jpg, Product Image URL: http://www.happytel.com/product_images/h/953/galaxy_s5_multi_diary_WH_SIDE__18840.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 12|Product Image ID: 6256, Product Image File: galaxy_s5_multi_diary_WH_FRONT__59453.jpg, Product Image Path: m/572/galaxy_s5_multi_diary_WH_FRONT__59453.jpg, Product Image URL: http://www.happytel.com/product_images/m/572/galaxy_s5_multi_diary_WH_FRONT__59453.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 13|Product Image ID: 6257, Product Image File: galaxy_s5_multi_diary_WH_INTERIOR_DETAIL__34180.jpg, Product Image Path: h/549/galaxy_s5_multi_diary_WH_INTERIOR_DETAIL__34180.jpg, Product Image URL: http://www.happytel.com/product_images/h/549/galaxy_s5_multi_diary_WH_INTERIOR_DETAIL__34180.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 14|Product Image ID: 6258, Product Image File: galaxy_s5_multi_diary_BR_FRONT__54254.jpg, Product Image Path: u/065/galaxy_s5_multi_diary_BR_FRONT__54254.jpg, Product Image URL: http://www.happytel.com/product_images/u/065/galaxy_s5_multi_diary_BR_FRONT__54254.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 15|Product Image ID: 6259, Product Image File: galaxy_s5_multi_diary_BR_SIDE__16221.jpg, Product Image Path: n/537/galaxy_s5_multi_diary_BR_SIDE__16221.jpg, Product Image URL: http://www.happytel.com/product_images/n/537/galaxy_s5_multi_diary_BR_SIDE__16221.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 16|Product Image ID: 6260, Product Image File: galaxy_s5_multi_diary_BR_INTERIOR_DETAIL__88325.jpg, Product Image Path: a/328/galaxy_s5_multi_diary_BR_INTERIOR_DETAIL__88325.jpg, Product Image URL: http://www.happytel.com/product_images/a/328/galaxy_s5_multi_diary_BR_INTERIOR_DETAIL__88325.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 17|Product Image ID: 6246, Product Image File: galaxy_s5_multi_diary_PK_FRONT__18308.jpg, Product Image Path: z/927/galaxy_s5_multi_diary_PK_FRONT__18308.jpg, Product Image URL: http://www.happytel.com/product_images/z/927/galaxy_s5_multi_diary_PK_FRONT__18308.jpg, Product Image Description: , Product Image Is Thumbnail: 1, Product Image Index: 3",0,"Delivery Date",0,0,0,,,,,,,,"New",0,"Default Tax Class",,,"""Style=Flip Case"";Function=Multi-functional;Function=Simple",0
"  SKU",3876,,99080400,,,,,,,,,,,,,,"[RB]Colours=Black",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3877,,99080420,,,,,,,,,,,,,,"[RB]Colours=Pink",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3878,,99080415,,,,,,,,,,,,,,"[RB]Colours=Red",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3879,,99080425,,,,,,,,,,,,,,"[RB]Colours=White",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3880,,99080405,,,,,,,,,,,,,,"[RB]Colours=Navy",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3881,,99080410,,,,,,,,,,,,,,"[RB]Colours=Brown",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",1802,,99080400,,,,,,,,,,,,,,"[RB]Colours=Black",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1802_source_1454556488.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1802_source_1454556488.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1803,,99080420,,,,,,,,,,,,,,"[RB]Colours=Pink",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1803_source_1454556502.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1803_source_1454556502.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1804,,99080415,,,,,,,,,,,,,,"[RB]Colours=Red",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1804_source_1454556517.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1804_source_1454556517.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1805,,99080425,,,,,,,,,,,,,,"[RB]Colours=White",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1805_source_1454556530.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1805_source_1454556530.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1806,,99080405,,,,,,,,,,,,,,"[RB]Colours=Navy",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1806_source_1454556545.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1806_source_1454556545.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1807,,99080410,,,,,,,,,,,,,,"[RB]Colours=Brown",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1807_source_1454556560.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1807_source_1454556560.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"Product",568,"P",,,,,,,,,,,,,,0,"iPhone 5 / 5S - Ocean Jelly Case","/iphone-5-5s-ocean-jelly-case/",,,"Colour - Ocean Jelly","Right"," iPhone 5 / 5S - Ocean Jelly Case","<p>The ""Ocean Jelly"" case is an affordable case that offers a sleek, simplistic design while protecting your phone from everyday wear. It comes in a versatile range of colours to suit all styles and preferences.</p> <ul> <li>Slim, low profile case</li> <li>Precision cut for perfect fit and easy access to all ports and buttons</li> <li>Durable material for maximum protection and ergonomic hold</li> </ul>",15,0,0,0,15,0,0,,22,0,0,0,1,1,0,,0,"none",0,0,02/04/16,02/04/16,"PHONE CASES;PHONE CASES/iPhone;PHONE CASES/iPhone/iPhone 5 ^ 5S","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 220, Category Name: iPhone, Category Path: PHONE CASES/iPhone|Category ID: 232, Category Name: iPhone 5 / 5S, Category Path: PHONE CASES/iPhone/iPhone 5 ^ 5S",,"Product Image ID: 6281, Product Image File: iphone_5_OCEAN_JELLY_YL_side__27901.jpg, Product Image Path: y/004/iphone_5_OCEAN_JELLY_YL_side__27901.jpg, Product Image URL: http://www.happytel.com/product_images/y/004/iphone_5_OCEAN_JELLY_YL_side__27901.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 9|Product Image ID: 6282, Product Image File: iphone_5_OCEAN_JELLY_BK_front__66736.jpg, Product Image Path: a/094/iphone_5_OCEAN_JELLY_BK_front__66736.jpg, Product Image URL: http://www.happytel.com/product_images/a/094/iphone_5_OCEAN_JELLY_BK_front__66736.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 6283, Product Image File: iphone_5_OCEAN_JELLY_PK_front__48889.jpg, Product Image Path: m/506/iphone_5_OCEAN_JELLY_PK_front__48889.jpg, Product Image URL: http://www.happytel.com/product_images/m/506/iphone_5_OCEAN_JELLY_PK_front__48889.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 6284, Product Image File: iphone_5_OCEAN_JELLY_LM_front__95278.jpg, Product Image Path: n/378/iphone_5_OCEAN_JELLY_LM_front__95278.jpg, Product Image URL: http://www.happytel.com/product_images/n/378/iphone_5_OCEAN_JELLY_LM_front__95278.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 4|Product Image ID: 6285, Product Image File: iphone_5_OCEAN_JELLY_LM_side__08511.jpg, Product Image Path: h/850/iphone_5_OCEAN_JELLY_LM_side__08511.jpg, Product Image URL: http://www.happytel.com/product_images/h/850/iphone_5_OCEAN_JELLY_LM_side__08511.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 5|Product Image ID: 6286, Product Image File: iphone_5_OCEAN_JELLY_OR_side__40835.jpg, Product Image Path: b/633/iphone_5_OCEAN_JELLY_OR_side__40835.jpg, Product Image URL: http://www.happytel.com/product_images/b/633/iphone_5_OCEAN_JELLY_OR_side__40835.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 7|Product Image ID: 6287, Product Image File: iphone_5_OCEAN_JELLY_PK_side__95532.jpg, Product Image Path: q/447/iphone_5_OCEAN_JELLY_PK_side__95532.jpg, Product Image URL: http://www.happytel.com/product_images/q/447/iphone_5_OCEAN_JELLY_PK_side__95532.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 6289, Product Image File: iphone_5_OCEAN_JELLY_YL_front__25490.jpg, Product Image Path: a/209/iphone_5_OCEAN_JELLY_YL_front__25490.jpg, Product Image URL: http://www.happytel.com/product_images/a/209/iphone_5_OCEAN_JELLY_YL_front__25490.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 8|Product Image ID: 6290, Product Image File: iphone_5_OCEAN_JELLY_BK_side__62427.jpg, Product Image Path: t/618/iphone_5_OCEAN_JELLY_BK_side__62427.jpg, Product Image URL: http://www.happytel.com/product_images/t/618/iphone_5_OCEAN_JELLY_BK_side__62427.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 6288, Product Image File: iphone_5_OCEAN_JELLY_OR_front__64243.jpg, Product Image Path: t/058/iphone_5_OCEAN_JELLY_OR_front__64243.jpg, Product Image URL: http://www.happytel.com/product_images/t/058/iphone_5_OCEAN_JELLY_OR_front__64243.jpg, Product Image Description: , Product Image Is Thumbnail: 1, Product Image Index: 6",0,"Delivery Date",0,0,0,,,,,,,,"New",0,"Default Tax Class",,,"""Style=Soft Case"";Function=Simple",0
"  SKU",3882,,99079975,,,,,,,,,,,,,,"[CS]Color=Black:#0a0a0a",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3883,,99079955,,,,,,,,,,,,,,"[CS]Color=Hot Pink:#e07bb4",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3884,,99079970,,,,,,,,,,,,,,"[CS]Color=Lime:#00ff15",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3885,,99079960,,,,,,,,,,,,,,"[CS]Color=Orange:#db9634",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3886,,99079965,,,,,,,,,,,,,,"[CS]Color=Yellow:#f0dd65",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",1808,,99079975,,,,,,,,,,,,,,"[CS]Color=Black:#0a0a0a",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1808_source_1454557695.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1808_source_1454557695.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1810,,99079955,,,,,,,,,,,,,,"[CS]Color=Hot Pink:#e07bb4",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1810_source_1454557713.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1810_source_1454557713.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1811,,99079970,,,,,,,,,,,,,,"[CS]Color=Lime:#00ff15",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1811_source_1454557724.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1811_source_1454557724.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1812,,99079960,,,,,,,,,,,,,,"[CS]Color=Orange:#db9634",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1812_source_1454557733.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1812_source_1454557733.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",1813,,99079965,,,,,,,,,,,,,,"[CS]Color=Yellow:#f0dd65",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 1813_source_1454557743.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/1813_source_1454557743.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
